_id,name,slug,description,excerpt,price,tags[0],tags[1],thumbnail,images[0],images[1],images[2],createdAt,updatedAt
663aff755cf792a43e4a3895,gergaji listrik,gergaji_listrik_663aff755cf792a43e4a3895,"Alat yang kuat dan efisien untuk memenuhi kebutuhan pemotongan Anda, gergaji listrik kami adalah alat wajib bagi para pengrajin dan tukang yang membutuhkan performa tinggi. Didesain untuk memberikan hasil pemotongan yang presisi dan cepat, gergaji listrik ini dilengkapi dengan motor yang kuat dan pisau yang tajam. Dengan fitur-fitur seperti pengaturan kecepatan variabel dan sistem penguncian pisau, Anda memiliki kendali penuh atas kecepatan dan kedalaman potongan untuk berbagai jenis material. Dengan desain yang ergonomis dan pegangan yang nyaman, gergaji ini dapat digunakan dengan mudah dan nyaman dalam jangka waktu yang lama tanpa menyebabkan kelelahan. Ideal untuk proyek-proyek konstruksi, perbaikan rumah, dan kerajinan kayu, gergaji listrik kami adalah investasi yang cerdas bagi siapa saja yang membutuhkan alat yang handal dan efisien untuk tugas pemotongan mereka.",gergaji listrik mudah di pakai dan lebih effecient,5000000,technology,workshop tools,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129018/sample%20c2p3/dbAsset/gergaji%20listrik/k967v9xfllkzm2riao6r.jpg,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129018/sample%20c2p3/dbAsset/gergaji%20listrik/k967v9xfllkzm2riao6r.jpg,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129017/sample%20c2p3/dbAsset/gergaji%20listrik/zekbn0yp1akdlpct8fme.jpg,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129017/sample%20c2p3/dbAsset/gergaji%20listrik/n27mfaacbsf2covlnalm.jpg,2024-05-8T12:09:52.772Z,2024-05-8T12:09:52.772Z
663b01475cf792a43e4a3896,headset PINZY,headset_PINZY_663b01475cf792a43e4a3896,"Rasakan kualitas suara yang superior dan kenyamanan maksimal dengan headset Pinzy kami. Dirancang untuk memenuhi kebutuhan audio Anda sehari-hari, headset ini menawarkan pengalaman mendengarkan yang luar biasa dengan suara yang jernih dan detail yang kaya. Dengan driver audio berkualitas tinggi dan teknologi noise cancellation yang canggih, Anda dapat menikmati musik, podcast, dan panggilan telepon tanpa gangguan dari kebisingan luar. Didesain dengan kenyamanan sebagai prioritas utama, headset ini dilengkapi dengan bantalan telinga yang lembut dan busa yang ringan untuk penggunaan yang nyaman dalam waktu yang lama. Dilengkapi dengan kontrol volume yang mudah diakses dan mikrofon yang sensitif, Anda dapat dengan mudah mengatur pengalaman audio Anda dan berkomunikasi dengan jelas saat berada dalam panggilan. Dengan desain yang stylish dan konstruksi yang tahan lama, headset Pinzy merupakan pilihan yang sempurna untuk mendampingi gaya hidup Anda yang aktif dan terkoneksi.","headset model terbaru, ringan, dan enak di pakai",2000000,technology,gadget,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129019/sample%20c2p3/dbAsset/headset%20PINZY/p0x4foa4192mjmbkzjgn.jpg,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129018/sample%20c2p3/dbAsset/headset%20PINZY/myntgf8gaticz8fwaejn.jpg,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129018/sample%20c2p3/dbAsset/headset%20PINZY/uidkcvezzkgncueazyqg.jpg,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129018/sample%20c2p3/dbAsset/headset%20PINZY/fbnhqlfvpgeymkwskdtu.jpg,2024-05-8T13:10:52.772Z,2024-05-8T13:10:52.772Z
663b020c5cf792a43e4a3897,jus bawang putih,jus_bawang_putih_663b020c5cf792a43e4a3897,"Jus Bawang Putih kami adalah pilihan sempurna bagi mereka yang menginginkan manfaat kesehatan luar biasa dari bawang putih dalam bentuk yang lebih mudah dikonsumsi. Dibuat dari bawang putih segar berkualitas tinggi yang diperas dengan hati-hati, jus kami menawarkan konsentrasi tinggi senyawa aktif yang dikenal karena sifat antioksidan dan anti-inflamasi mereka. Mengonsumsi jus bawang putih secara teratur dapat membantu meningkatkan sistem kekebalan tubuh, menurunkan tekanan darah, dan mendukung kesehatan jantung secara keseluruhan. Meskipun memiliki rasa yang kuat dan tajam, jus kami dirancang untuk memberikan keseimbangan yang sempurna antara manfaat kesehatan dan kenikmatan rasa. Nikmati sendiri sebagai minuman harian yang menyegarkan atau tambahkan ke smoothie atau jus lainnya untuk meningkatkan asupan nutrisi Anda. Dengan Jus Bawang Putih kami, Anda dapat menikmati manfaat kesehatan bawang putih dengan mudah dan lezat setiap hari.",jus bawang putih ramuan terbaru dan bagus untuk tubuh,100000,herbal,health,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129019/sample%20c2p3/dbAsset/jus%20bawang%20putih/n20vwosnb62bvesuy3ep.jpg,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129019/sample%20c2p3/dbAsset/jus%20bawang%20putih/w9riewpahf2zoeldkrrv.jpg,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129019/sample%20c2p3/dbAsset/jus%20bawang%20putih/plasmpydhfg0lhw3iv4o.jpg,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129019/sample%20c2p3/dbAsset/jus%20bawang%20putih/gjfgqxn4fzbfutly9yc3.jpg,2024-05-8T13:11:22.772Z,2024-05-8T13:11:22.772Z
663b02e85cf792a43e4a3898,keset,keset_663b02e85cf792a43e4a3898,"Keset kami adalah solusi terbaik untuk membersihkan dan merawat lantai Anda dengan mudah dan efektif. Didesain untuk kekuatan pembersihan yang optimal, keset kami menggunakan serat mikrofiber berkualitas tinggi yang mampu menangkap debu, kotoran, dan serpihan dengan cepat dan efisien tanpa meninggalkan goresan atau noda. Dengan desain yang ringan dan pegangan yang ergonomis, keset ini nyaman digunakan dan memungkinkan Anda untuk membersihkan dengan lebih efisien tanpa menyebabkan kelelahan pada tangan atau lengan Anda. Cocok untuk penggunaan di berbagai jenis lantai, mulai dari kayu keras hingga keramik, keset kami adalah pilihan terbaik untuk menjaga kebersihan dan keindahan lantai Anda. Nikmati kepraktisan dan kualitas yang tak tertandingi dengan keset kami untuk membersihkan rumah atau ruang kerja Anda dengan mudah dan efisien setiap hari.",keset terbaru yang tahan lama dan anti noda,100000,furniture,clean home,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129020/sample%20c2p3/dbAsset/keset/liapi8w203jn9uaq6lj6.jpg,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129020/sample%20c2p3/dbAsset/keset/zylal0uyjxpbbky4b2lu.jpg,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129020/sample%20c2p3/dbAsset/keset/upmf9wkqcco5bszld3lx.jpg,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129019/sample%20c2p3/dbAsset/keset/oqottuvlez54wta790k6.jpg,2024-05-8T13:12:32.772Z,2024-05-8T13:12:32.772Z
663b03ab5cf792a43e4a3899,kunci ring universial,kunci_ring_universial_663b03ab5cf792a43e4a3899,"Kunci Ring Universia kami adalah alat yang sangat serbaguna untuk berbagai kebutuhan pemutar kunci. Didesain dengan presisi untuk memberikan kinerja yang handal dan tahan lama, kunci ring ini cocok untuk digunakan di berbagai jenis baut, mur, dan sekrup. Terbuat dari bahan berkualitas tinggi yang kuat dan tahan korosi, kunci ring kami menawarkan keandalan dan ketangguhan dalam setiap penggunaan. Dengan desain yang ergonomis dan pegangan yang nyaman, kunci ring ini mudah digunakan dan memberikan kontrol yang tepat untuk memastikan pengencangan atau pembukaan yang efisien. Cocok untuk digunakan di garasi, bengkel, atau di rumah, kunci ring Universia adalah tambahan yang penting untuk koleksi alat Anda yang akan membuat tugas-tugas perbaikan dan pemeliharaan menjadi lebih mudah dan nyaman",kunci ring yang mudah di pakai dan bisa di pakai di mana saja,50000,ring wrench,workshop tools,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129020/sample%20c2p3/dbAsset/kunci%20ring%20universal/daacccovxqzgjct2sl4o.jpg,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129020/sample%20c2p3/dbAsset/kunci%20ring%20universal/wfl69ynnmj7zmpdeymnp.jpg,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129020/sample%20c2p3/dbAsset/kunci%20ring%20universal/kawwnk0fnnof1lknehvt.jpg,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129020/sample%20c2p3/dbAsset/kunci%20ring%20universal/fytggz33nqbcecraw1ot.jpg,2024-05-8T13:13:42.772Z,2024-05-8T13:13:42.772Z
663b049d5cf792a43e4a389a,meja lipat,meja_lipat_663b049d5cf792a43e4a389a,"Kami hadirkan meja lipat inovatif kami, solusi utama untuk kebutuhan ruang kerja yang fleksibel. Dirancang dengan kenyamanan sebagai prioritas, meja lipat ini menawarkan desain yang kompak dan portabel yang sempurna untuk ruang kecil, kantor di rumah, atau workstation yang bisa dibawa ke mana saja. Konstruksi yang kokoh namun ringan memungkinkan untuk mudah dibawa dan dipasang, ideal untuk pelajar, pekerja lepas, atau siapa pun yang membutuhkan solusi ruang kerja yang fleksibel. Dengan mekanisme lipat yang cepat dan mudah, Anda dapat dengan mudah memasang atau menyimpan meja dalam hitungan detik, memaksimalkan ruang ketika tidak digunakan. Meskipun memiliki desain hemat ruang, meja lipat kami tidak mengorbankan fungsionalitas atau gaya. Dengan estetika yang modern dan elegan, meja ini menyatu dengan sempurna ke dalam lingkungan mana pun sambil menyediakan permukaan kerja yang stabil dan luas untuk tugas-tugas sehari-hari Anda. Tingkatkan ruang kerja Anda dengan meja lipat praktis dan serbaguna kami hari ini.",meja lipat yang bisa di gunakan di mana saja kita berada,10000,table,house items,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129021/sample%20c2p3/dbAsset/meja%20lipat/nrnaoappw9zqsyekpq6p.jpg,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129021/sample%20c2p3/dbAsset/meja%20lipat/odtkm0c1d5nf3osvgjvk.jpg,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129021/sample%20c2p3/dbAsset/meja%20lipat/wgflfxz5j2zj8zvmsixm.jpg,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129020/sample%20c2p3/dbAsset/meja%20lipat/hkhcvsaw6lgopheukppu.jpg,2024-05-8T13:14:52.772Z,2024-05-8T13:14:52.772Z
663b06545cf792a43e4a389d,mouse gaming,mouse_gaming_663b06545cf792a43e4a389d,"Bawa pengalaman gaming Anda ke level berikutnya dengan mouse gaming kami yang inovatif. Dirancang khusus untuk para gamer yang serius, mouse ini menawarkan performa tinggi, presisi, dan kenyamanan yang tak tertandingi. Dengan sensor optik yang akurat dan responsif, Anda dapat mengontrol permainan dengan tepat dan cepat, sementara desain ergonomisnya memberikan kenyamanan maksimal bahkan dalam sesi permainan yang panjang. Tombol-tombol yang diprogram secara khusus dan lampu RGB yang menarik tidak hanya memberikan fungsi tambahan dan gaya yang menakjubkan, tetapi juga meningkatkan pengalaman gaming Anda secara keseluruhan. Terlebih lagi, mouse gaming kami didukung dengan perangkat lunak yang dapat disesuaikan, memungkinkan Anda untuk mengatur setiap aspek dari mouse sesuai dengan preferensi Anda. Dengan mouse gaming kami, Anda siap untuk memimpin dalam setiap pertempuran dan menaklukkan setiap tantangan dalam permainan favorit Anda.",mouse gaming terbaru dan enak untuk di pakai buat gaming,670000,technology,gaming,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129022/sample%20c2p3/dbAsset/mouse%20gaming/fxxseczqbmvdkoka1pqu.jpg,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129022/sample%20c2p3/dbAsset/mouse%20gaming/gfqfvut9pslyenwoxhk8.jpg,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129022/sample%20c2p3/dbAsset/mouse%20gaming/xfujem4oteunsltxxxom.jpg,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129021/sample%20c2p3/dbAsset/mouse%20gaming/bhp6rw8amlah1yywpeuw.jpg,2024-05-8T13:15:22.772Z,2024-05-8T13:15:22.772Z
663b10355cf792a43e4a38a2,parfum nifty twice,parfum_nifty_twice_663b10355cf792a43e4a38a2,"Nikmati aroma yang segar dan memikat dengan Parfum Nifty Twice kami. Diciptakan dengan komposisi yang menyenangkan dan mewah, parfum ini menggabungkan sentuhan bunga yang lembut dengan aroma buah yang manis, menciptakan kesan yang memikat dan tak terlupakan. Dengan daya tahan yang lama dan aroma yang menyebar dengan indah, parfum ini cocok untuk digunakan sepanjang hari, dari pagi hingga malam. Penampilan yang elegan dan botol yang mewah menambahkan sentuhan kemewahan pada koleksi parfum Anda, membuatnya menjadi pilihan yang sempurna untuk acara khusus atau sehari-hari. Dengan Parfum Nifty Twice, tambahkan sentuhan kesegaran dan kepercayaan diri pada setiap langkah Anda.",the latest model of parfum nifty twice dengan aroma yang manis dan segar,400000,parfum,cosmetics,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129023/sample%20c2p3/dbAsset/parfum%20nifty%20twice/ycz0qzdmsgpdvrl9cfye.jpg,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129022/sample%20c2p3/dbAsset/parfum%20nifty%20twice/izqbzzqliovavnvbfxc0.jpg,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129022/sample%20c2p3/dbAsset/parfum%20nifty%20twice/otf0kkebxpbknt3hlplk.jpg,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129022/sample%20c2p3/dbAsset/parfum%20nifty%20twice/pt6hblarrgfngoknxwin.jpg,2024-05-8T13:16:32.772Z,2024-05-8T13:16:32.772Z
663b10825cf792a43e4a38a3,attack softener,attack_softener_663b10825cf792a43e4a38a3,"Attack Softener adalah solusi sempurna untuk pakaian lembut dan harum yang tahan lama. Dirumus khusus dengan teknologi canggih, pelembut pakaian ini memberikan hasil yang luar biasa dengan melembutkan serat kain dan mengurangi kerutan, sehingga pakaian terasa lembut dan nyaman saat dikenakan. Ditambah dengan aroma yang menyegarkan dan tahan lama, Attack Softener memberikan kesan yang menyenangkan setiap kali Anda memakainya. Diformulasikan untuk berbagai jenis kain dan mesin cuci, produk ini mudah digunakan dan cocok untuk digunakan dalam setiap siklus pencucian. Dengan Attack Softener, pakaian Anda akan tetap lembut, harum, dan nyaman setiap hari.","Attack softener, softener yang dipercayai oleh banyak ibu",400000,softener,laundry,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129023/sample%20c2p3/dbAsset/softener/mwybny09v3edcuztwjs9.jpg,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129023/sample%20c2p3/dbAsset/softener/wff2jrqh9vwenm2mau2d.jpg,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129023/sample%20c2p3/dbAsset/softener/d7meahu3fzfjdzttdyx5.jpg,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129023/sample%20c2p3/dbAsset/softener/wiutaq069yepqq6mqlwr.jpg,2024-05-8T13:17:42.772Z,2024-05-8T13:17:42.772Z
663b12465cf792a43e4a38a6,toshiba air cooler,toshiba_air_cooler_663b12465cf792a43e4a38a6,"Nikmati kesejukan optimal di dalam ruangan Anda dengan Air Cooler Toshiba kami. Dirancang untuk memberikan performa pendinginan yang efisien dan nyaman, air cooler ini menawarkan udara sejuk tanpa perlu instalasi yang rumit atau biaya listrik yang tinggi. Dengan teknologi canggih dan desain yang inovatif, Air Cooler Toshiba mampu menghasilkan aliran udara yang sejuk dan menyegarkan, menghilangkan panas dan kelembaban dari ruangan Anda dalam waktu singkat. Dilengkapi dengan berbagai fitur pintar seperti pengaturan kecepatan kipas yang dapat disesuaikan, timer otomatis, dan fungsi pengendalian jarak jauh, Anda dapat dengan mudah menyesuaikan pengalaman pendinginan Anda sesuai dengan preferensi dan kebutuhan Anda. Dengan desain yang ringkas dan portabel, air cooler ini mudah dipindahkan dari satu ruangan ke ruangan lainnya, sehingga Anda dapat menikmati kesejukan di mana pun Anda berada. Dengan Air Cooler Toshiba, Anda dapat menikmati kesejukan yang nyaman dan menyegarkan di rumah atau kantor Anda sepanjang hari.",air cooling toshiba terbaru dan terbagus di tempat,2000000,technology,toshiba,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129024/sample%20c2p3/dbAsset/toshiba%20air%20cooler/xsk7f3oxjw103akk39hk.jpg,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129024/sample%20c2p3/dbAsset/toshiba%20air%20cooler/zo7gc7fwbuzu7ce1xqzu.jpg,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129024/sample%20c2p3/dbAsset/toshiba%20air%20cooler/runnp7s4fvrzmnxws9dt.jpg,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129023/sample%20c2p3/dbAsset/toshiba%20air%20cooler/ibkayd4tbrw9hkzkzw4k.jpg,2024-05-8T13:18:52.772Z,2024-05-8T13:18:52.772Z
663b13645cf792a43e4a38a7,wd-40,wd-40_663b13645cf792a43e4a38a7,"WD-40 adalah solusi serbaguna untuk berbagai kebutuhan pelumas, perlindungan, dan perawatan. Dengan formula yang unik dan canggih, WD-40 dapat digunakan untuk melumasi engsel, melonggarkan baut dan mur yang kencang, melindungi alat dan peralatan dari karat dan korosi, serta membersihkan dan melindungi permukaan logam dari kotoran dan debu. Dengan aplikasi yang mudah dan cepat, WD-40 adalah pilihan yang ideal untuk penggunaan di rumah, garasi, bengkel, atau tempat kerja. Dengan WD-40, Anda dapat dengan mudah menjaga peralatan dan mesin Anda dalam kondisi optimal, memperpanjang umur pakainya, dan meningkatkan kinerjanya secara keseluruhan.",Temukan solusi serbaguna untuk kebutuhan pelumas anda dengan WD-40,50000,WD40,fixing equipment,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129024/sample%20c2p3/dbAsset/wd-40/corwq46lrn4tbc60uqan.jpg,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129024/sample%20c2p3/dbAsset/wd-40/corwq46lrn4tbc60uqan.jpg,https://res.cloudinary.com/dghilbqdk/image/upload/v1715261733/sample%20c2p3/dbAsset/wd-40/vbdt4zvhzqbwui2lw5to.jpg,https://res.cloudinary.com/dghilbqdk/image/upload/v1715129024/sample%20c2p3/dbAsset/wd-40/rweidpm5hxgpz8qnlvju.jpg,2024-05-8T13:19:52.772Z,2024-05-8T13:19:52.772Z
